NMDID_identifier,SVAD_identifier,SEX,agey,FDL_L,FMSB_L,FDB_L,FDL_R,FMSB_R,FDB_R,TDL_L,TPB_L,TMSB_L,TDB_L,TDL_R,TPB_R,TMSB_R,TDB_R,FBDL_L,FBDL_R,HDL_L,HPB_L,HMSB_L,HDB_L,HDL_R,HPB_R,HMSB_R,HDB_R,RDL_L,RPB_L,RMSB_L,RDB_L,RDL_R,RPB_R,RMSB_R,RDB_R,UDL_L,UMSB_L,UDL_R,UMSB_R,max_M1_L,max_M1_R,max_M2_L,max_M2_R,max_M3_L,max_M3_R,max_PM1_L,max_PM1_R,max_PM2_L,max_PM2_R,max_C_L,max_C_R,max_I1_L,max_I1_R,max_I2_L,max_I2_R,man_M1_L,man_M1_R,man_M2_L,man_M2_R,man_M3_L,man_M3_R,man_PM1_L,man_PM1_R,man_PM2_L,man_PM2_R,man_C_L,man_C_R,man_I1_L,man_I1_R,man_I2_L,man_I2_R,FH_EF_L,FGT_EF_L,FLT_EF_L,FDE_EF_L,FH_EF_R,FGT_EF_R,FLT_EF_R,FDE_EF_R,TPE_EF_L,TDE_EF_L,TPE_EF_R,TDE_EF_R,FBPE_EF_L,FBDE_EF_L,FBPE_EF_R,FBDE_EF_R,HH_Oss_L,HGT_Oss_L,HLT_Oss_L,HPE_EF_L,HC_Oss_L,HT_Oss_L,HLE_Oss_L,HCE1_EF_L,HCE2_EF_L,HDE_EF_L,HME_EF_L,HH_Oss_R,HGT_Oss_R,HLT_Oss_R,HPE_EF_R,HC_Oss_R,HT_Oss_R,HLE_Oss_R,HCE1_EF_R,HCE2_EF_R,HDE_EF_R,HME_EF_R,RPE_EF_L,RDE_EF_L,RPE_EF_R,RDE_EF_R,UPE_EF_L,UDE_EF_L,UPE_EF_R,UDE_EF_R,CT_EF_L,CT_EF_R,CC_Oss,TC_Oss,ISPR_EF_L,ISPR_EF_R,ILIS_EF_L,ILIS_EF_R,PC_Oss_L,PC_Oss_R,IC_EF_L,IC_EF_R
177158,US_1119,M,0.095890411,86.79,8.21,24.95,NA,NA,NA,76.02,19.76,8,13.85,NA,NA,NA,NA,72.62,NA,72.11,14.41,7.52,18.9,NA,NA,NA,NA,60.87,6.76,5.71,10.61,NA,NA,NA,NA,69.23,6,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,3,0,NA,0,NA,0,NA,NA,NA
137807,US_0490,M,0.016438356,68.54,7.19,19.58,NA,NA,NA,58.35,16.36,6.68,11.65,NA,NA,NA,NA,55.74,NA,61.53,11.62,5.88,16.04,NA,NA,NA,NA,47.52,6.29,4.68,9.73,NA,NA,NA,NA,54.02,4.21,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,2,0,NA,0,NA,0,NA,NA,NA
173691,US_0429,F,0.523287671,99.83,9.48,26.01,NA,NA,NA,83.86,19.39,8.57,13.98,NA,NA,NA,NA,81.07,NA,81.69,15.28,8.62,20.35,NA,NA,NA,NA,67.18,7.66,6.73,11.53,NA,NA,NA,NA,74.07,6.55,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
109960,US_0230,F,4.767123288,257.89,17.78,55.31,NA,NA,NA,216.61,45.35,15.29,31.84,NA,NA,NA,NA,215.61,NA,NA,27.04,NA,39.52,NA,NA,NA,NA,136.89,12.85,11.31,NA,NA,NA,NA,NA,150.99,9.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,1,NA,5,7,0,NA,0,NA,1,NA,NA,NA
142741,US_0448,M,2.476712329,190.18,14.78,49.35,NA,NA,NA,157.37,40.35,14.02,26.14,NA,NA,NA,NA,157.46,NA,146.7,27.61,14.53,35.25,NA,NA,NA,NA,108.7,11.86,10.16,19.1,NA,NA,NA,NA,120.52,9.57,NA,NA,7,7,-1,-1,-1,-1,1,1,1,1,4,5,7,6,6,6,7,7,-1,-1,-1,-1,1,1,1,-1,5,5,6,6,6,6,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,3,7,0,NA,0,NA,0,NA,NA,NA
143743,US_1146,M,2.950684932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108023,US_1054,F,2.720547945,185.35,15.13,44.52,NA,NA,NA,148.72,34.92,13.47,23.03,NA,NA,NA,NA,148.38,NA,136.65,24,13.45,30.6,NA,NA,NA,NA,103.08,11.24,9.5,16.5,NA,NA,NA,NA,114.38,9.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,2,6,0,NA,0,NA,0,NA,NA,NA
103241,US_0354,F,0.076712329,78.63,9.52,24.51,NA,NA,NA,66.87,18.87,8.2,13.68,NA,NA,NA,NA,62.61,NA,67.7,14.96,8.06,19.52,NA,NA,NA,NA,52.34,6.75,6.09,10,NA,NA,NA,NA,60.25,5.58,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,3,0,NA,0,NA,0,NA,NA,NA
115845,US_1189,F,0.38630137,109.02,11.02,32.63,NA,NA,NA,93.61,24.85,9.34,16.22,NA,NA,NA,NA,89.5,NA,88.19,17,8.76,23.15,NA,NA,NA,NA,71.98,8.98,7.13,13.63,NA,NA,NA,NA,80.37,6.55,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
152362,US_0402,M,0.356164384,96.7,10.56,31.48,NA,NA,NA,81.86,25.1,9.85,16.39,NA,NA,NA,NA,77.15,NA,81.35,17.53,8.1,22.59,NA,NA,NA,NA,62.46,7.92,6.55,13.1,NA,NA,NA,NA,70.72,6.4,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
158044,US_0512,M,0.024657534,76.47,7.81,20.87,NA,NA,NA,66.41,16.7,7.32,12.72,NA,NA,NA,NA,63.46,NA,65.95,12.99,6.53,17.15,NA,NA,NA,NA,54.1,6.77,5.64,9.79,NA,NA,NA,NA,61.81,5.7,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,2,0,NA,0,NA,0,NA,NA,NA
199301,US_0089,M,0.468493151,95.83,10.24,30.51,NA,NA,NA,79.29,23.16,8.55,14.65,NA,NA,NA,NA,75.42,NA,80.72,17.55,9.26,22.95,NA,NA,NA,NA,60.07,8.83,6.49,12.69,NA,NA,NA,NA,69.11,6.2,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,4,0,NA,0,NA,0,NA,NA,NA
191023,US_0652,M,0.057534247,69.76,7.19,19.78,NA,NA,NA,59.38,15.45,6.09,11.19,NA,NA,NA,NA,55.28,NA,60.18,11.89,5.89,15.62,NA,NA,NA,NA,50.7,5.8,4.51,9.28,NA,NA,NA,NA,57.78,5.1,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,2,0,NA,0,NA,0,NA,NA,NA
148956,US_1116,M,3.657534247,200.85,16.07,46.83,NA,NA,NA,164.09,37.71,13.9,24.34,NA,NA,NA,NA,158.8,NA,145.914,22.74,14.49,32.71,NA,NA,NA,NA,111.87,12.18,10.98,17.64,NA,NA,NA,NA,120.92,10.93,NA,NA,5,5,-1,-1,-1,-1,3,3,1,-1,6,6,7,7,7,7,6,6,1,1,-1,-1,3,3,2,1,6,6,7,7,7,7,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,1,1,1,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,1,NA,2,5,0,NA,0,NA,0,NA,NA,NA
192674,US_0929,M,1.421917808,146.88,14.05,42.6,NA,NA,NA,124.03,32.47,12.54,22.54,NA,NA,NA,NA,122.02,NA,118.61,23.78,13.27,27.22,NA,NA,NA,NA,88.45,10.65,9.51,15.5,NA,NA,NA,NA,101.74,9.12,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
162195,US_0830,M,0.019178082,77.39,7.84,22.74,NA,NA,NA,68.72,17.99,6.87,12.29,NA,NA,NA,NA,63.59,NA,67.51,13.4,6.4,19.1,NA,NA,NA,NA,55.73,6.42,4.83,10.77,NA,NA,NA,NA,62.01,4.87,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,2,0,NA,0,NA,0,NA,NA,NA
178653,US_0450,M,0.295890411,95.68,10.78,28.29,NA,NA,NA,78.85,21.5,9.06,13.68,NA,NA,NA,NA,75.15,NA,79.31,16.11,8.4,21.62,NA,NA,NA,NA,61.63,8,7.03,12.31,NA,NA,NA,NA,68.88,6.71,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,3,0,NA,0,NA,0,NA,NA,NA
169807,US_0966,M,4.580821918,222.23,14.52,48.83,NA,NA,NA,174.56,41.02,13.44,25.65,NA,NA,NA,NA,174.35,NA,164.13,26.56,13.96,33.9,NA,NA,NA,NA,120.78,12.59,10.57,19,NA,NA,NA,NA,135.61,10.46,NA,NA,8,8,3,3,-1,-1,5,4,5,4,6,6,8,8,7,7,8,8,2,2,-1,-1,6,6,6,5,7,7,8,8,8,8,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,2,7,0,NA,0,NA,0,NA,NA,NA
124467,US_1059,M,0.169863014,77.73,8.23,23.66,NA,NA,NA,64.11,17.66,7.5,11.87,NA,NA,NA,NA,59.96,NA,66.22,12.94,6.76,18.32,NA,NA,NA,NA,50.85,6.68,5.62,10.31,NA,NA,NA,NA,58.86,5.28,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,4,0,NA,0,NA,0,NA,NA,NA
195524,US_0662,M,0.61369863,116.21,11.3,33.03,NA,NA,NA,98.72,26.19,9.96,17.55,NA,NA,NA,NA,93.96,NA,95.66,18.25,10.14,24.59,NA,NA,NA,NA,76.33,8.86,7.42,13.23,NA,NA,NA,NA,85.1,7.51,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,1,4,0,NA,0,NA,0,NA,NA,NA
100404,US_0204,M,4.139726027,220.48,16.1,51.33,NA,NA,NA,176.52,40.82,13.9,27.27,NA,NA,NA,NA,175.39,NA,156.08,26.05,14.38,33.44,NA,NA,NA,NA,118.31,12.26,10.37,19.53,NA,NA,NA,NA,130.74,9.5,NA,NA,8,8,3,2,-1,-1,4,4,2,2,6,5,7,7,7,7,6,6,2,2,-1,-1,5,5,1,1,6,6,7,7,7,7,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,0,NA,4,6,0,NA,0,NA,1,NA,NA,NA
131270,US_0977,M,0.01369863,75.36,7.4,20.66,NA,NA,NA,65.31,16.41,6.75,11.82,NA,NA,NA,NA,60.57,NA,64.55,11.62,5.81,16.28,NA,NA,NA,NA,52.29,5.94,4.83,8.93,NA,NA,NA,NA,59.87,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,2,0,NA,0,NA,0,NA,NA,NA
127186,US_0775,F,0.109589041,80.86,8.47,21.59,NA,NA,NA,67.53,16.89,7.54,12.34,NA,NA,NA,NA,63.23,NA,69.02,13.62,7.32,17.24,NA,NA,NA,NA,51.77,6.25,5.63,10.03,NA,NA,NA,NA,60.17,5.41,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,3,0,NA,0,NA,0,NA,NA,NA
194248,US_0024,M,0.717808219,121.04,12.8,35.12,NA,NA,NA,104.33,29.24,10.47,19.95,NA,NA,NA,NA,100.41,NA,98.6,19.53,11.19,26.59,NA,NA,NA,NA,78.01,9.15,8.67,14.98,NA,NA,NA,NA,89.57,7.42,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,1,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
196310,US_0842,F,0.263013699,97.06,9.29,27.29,NA,NA,NA,80.24,19.51,7.32,14.6,NA,NA,NA,NA,77.11,NA,78.47,15.01,7.71,19.75,NA,NA,NA,NA,61.21,7.06,5.83,11.46,NA,NA,NA,NA,67.58,6.01,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,3,0,NA,0,NA,0,NA,NA,NA
127911,US_0875,M,5.309589041,250.17,17.57,55.87,NA,NA,NA,204.6,47.56,14.55,29.98,NA,NA,NA,NA,203.29,NA,181.8,29.05,13.18,38.16,NA,NA,NA,NA,134.88,13.35,10.49,20.31,NA,NA,NA,NA,147.61,9.73,NA,NA,8,8,2,2,-1,-1,5,5,4,4,7,7,8,8,8,8,8,8,2,2,-1,-1,7,7,6,5,7,7,8,8,8,8,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,0,NA,7,7,0,NA,0,NA,1,NA,NA,NA
179141,US_0028,M,5.301369863,241.35,18.58,55.26,NA,NA,NA,201.69,45.2,15.1,45.2,NA,NA,NA,NA,201.8,NA,177.59,28.21,15.6,38.8,NA,NA,NA,NA,134.73,14.03,11.91,21.65,NA,NA,NA,NA,147.75,11.15,NA,NA,8,8,4,4,-1,-1,6,6,5,5,7,7,7,7,7,7,8,8,4,4,-1,-1,6,6,4,5,6,6,7,7,7,7,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,0,NA,6,7,0,NA,0,NA,1,NA,NA,NA
168713,US_0071,F,1.282191781,145.72,13.58,41.09,NA,NA,NA,120.78,32.8,12.71,23.01,NA,NA,NA,NA,120.65,NA,114.67,22.85,12.93,28.38,NA,NA,NA,NA,84.53,10.71,9.19,16.45,NA,NA,NA,NA,97.65,8.62,NA,NA,3,4,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,4,3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,2,6,0,NA,0,NA,0,NA,NA,NA
153925,US_1051,F,0.117808219,85.3,8.53,24.1,NA,NA,NA,72.36,18.44,7.58,13.41,NA,NA,NA,NA,69.23,NA,71.82,13.95,7.25,18.36,NA,NA,NA,NA,56.78,6.88,6.15,10.6,NA,NA,NA,NA,66.03,6.25,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,0,0,1,NA,NA,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,1,4,0,NA,0,NA,0,NA,NA,NA
189016,US_0369,M,0,53.07,5.69,15.41,NA,NA,NA,46.69,12.02,5.28,8.17,NA,NA,NA,NA,45.55,NA,49.61,9.45,5.44,12.29,NA,NA,NA,NA,41.69,4.44,4.07,7.02,NA,NA,NA,NA,46.22,3.85,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,0,2,0,NA,0,NA,0,NA,NA,NA
166125,US_0391,M,3.2,194.68,14.15,46.52,NA,NA,NA,151.79,37.29,12.36,23.69,NA,NA,NA,NA,149.16,NA,145.82,25.86,11.83,31.26,NA,NA,NA,NA,105.37,10.33,9.51,17.06,NA,NA,NA,NA,117.12,9.35,NA,NA,5,6,-1,-1,-1,-1,2,2,-1,-1,5,4,6,6,6,5,6,6,1,-1,-1,-1,2,2,1,1,4,4,6,6,6,6,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,5,7,0,NA,0,NA,1,NA,NA,NA
136812,US_0531,M,2.857534247,180.17,15.12,50.6,NA,NA,NA,149.93,38.45,13.35,26.93,NA,NA,NA,NA,144.27,NA,139.41,26.5,14.44,33.3,NA,NA,NA,NA,103.71,12.33,9.8,19.15,NA,NA,NA,NA,115.03,8.88,NA,NA,6,-1,-1,-1,-1,-1,1,-1,-1,-1,4,4,5,5,4,3,5,6,-1,-1,-1,-1,1,1,-1,-1,4,5,6,6,5,5,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,4,7,0,NA,0,NA,0,NA,NA,NA
110562,US_0759,M,4.978082192,240.72,17.07,52.99,NA,NA,NA,199.47,43.75,14.21,28.34,NA,NA,NA,NA,196.86,NA,171.11,29.46,14.92,39.21,NA,NA,NA,NA,136.5,13.41,9.91,19.56,NA,NA,NA,NA,152.61,10.08,NA,NA,8,8,2,2,-1,-1,5,5,4,4,6,6,7,7,7,7,7,7,2,2,-1,-1,5,5,3,3,6,6,7,7,7,7,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,0,NA,NA,0,NA,3,7,0,NA,0,NA,1,NA,NA,NA
119597,US_0158,F,0.569863014,122.89,10.11,34.09,NA,NA,NA,104.88,25.09,8.71,18.12,NA,NA,NA,NA,99.2,NA,97.17,17.7,9.91,24.99,NA,NA,NA,NA,77.55,8.59,7.06,12.9,NA,NA,NA,NA,86.56,6.47,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,0,0,NA,NA,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,NA,2,4,0,NA,0,NA,0,NA,NA,NA
